Year,Industry_aggregation_NZSIOC,Industry_name_NZSIOC,Units,Variable_name,Variable_category
2024,Level 3,Fabricated Metal Product Manufacturing,Dollars (millions),Salaries and wages paid,Financial performance
2024,Level 3,Fabricated Metal Product Manufacturing,Dollars (millions),Redundancy and severance,Financial performance
2024,Level 3,Fabricated Metal Product Manufacturing,Dollars (millions),Purchases of goods bought for resale,Financial performance
2024,Level 3,Fabricated Metal Product Manufacturing,Dollars (millions),Other Purchases and operating expenses,Financial performance
2024,Level 3,Fabricated Metal Product Manufacturing,Dollars (millions),Non-operating expenses,Financial performance
2024,Level 3,Fabricated Metal Product Manufacturing,Dollars (millions),Opening stocks,Financial performance
2024,Level 3,Fabricated Metal Product Manufacturing,Dollars (millions),Closing stocks,Financial performance
2024,Level 3,Fabricated Metal Product Manufacturing,Dollars (millions),Surplus before income tax,Financial performance
2024,Level 3,Fabricated Metal Product Manufacturing,Dollars (millions),Total assets,Financial position
2024,Level 3,Fabricated Metal Product Manufacturing,Dollars (millions),Current assets,Financial position
2024,Level 3,Fabricated Metal Product Manufacturing,Dollars (millions),Fixed tangible assets,Financial position
2024,Level 3,Fabricated Metal Product Manufacturing,Dollars (millions),Additions to fixed assets,Financial position
2024,Level 3,Fabricated Metal Product Manufacturing,Dollars (millions),Disposals of fixed assets,Financial position
2024,Level 3,Fabricated Metal Product Manufacturing,Dollars (millions),Other assets,Financial position
2024,Level 3,Fabricated Metal Product Manufacturing,Dollars (millions),Total equity and liabilities,Financial position
2024,Level 3,Fabricated Metal Product Manufacturing,Dollars (millions),Shareholders funds or owners equity,Financial position
2024,Level 3,Fabricated Metal Product Manufacturing,Dollars (millions),Current liabilities,Financial position
2024,Level 3,Fabricated Metal Product Manufacturing,Dollars (millions),Other liabilities,Financial position
2024,Level 3,Fabricated Metal Product Manufacturing,Dollars,Total income per employee count,Financial ratios
2024,Level 3,Fabricated Metal Product Manufacturing,Dollars,Surplus per employee count,Financial ratios
2024,Level 3,Fabricated Metal Product Manufacturing,Percentage,Current ratio,Financial ratios
2024,Level 3,Fabricated Metal Product Manufacturing,Percentage,Quick ratio,Financial ratios
2024,Level 3,Fabricated Metal Product Manufacturing,Percentage,Margin on sales of goods for resale,Financial ratios
2024,Level 3,Fabricated Metal Product Manufacturing,Percentage,Return on equity,Financial ratios
2024,Level 3,Fabricated Metal Product Manufacturing,Percentage,Return on total assets,Financial ratios
2024,Level 3,Fabricated Metal Product Manufacturing,Percentage,Liabilities structure,Financial ratios
2024,Level 4,Fabricated Metal Product Manufacturing,Dollars (millions),Total income,Financial performance
2024,Level 4,Fabricated Metal Product Manufacturing,Dollars (millions),Sales of goods not further processed,Financial performance
2024,Level 4,Fabricated Metal Product Manufacturing,Dollars (millions),Sales of other goods and services,Financial performance
2024,Level 4,Fabricated Metal Product Manufacturing,Dollars (millions),"Interest, dividends and donations",Financial performance
2024,Level 4,Fabricated Metal Product Manufacturing,Dollars (millions),"Government funding, grants and subsidies",Financial performance
2024,Level 4,Fabricated Metal Product Manufacturing,Dollars (millions),Non-operating income,Financial performance
2024,Level 4,Fabricated Metal Product Manufacturing,Dollars (millions),Total expenditure,Financial performance
2024,Level 4,Fabricated Metal Product Manufacturing,Dollars (millions),Interest and donations,Financial performance
2024,Level 4,Fabricated Metal Product Manufacturing,Dollars (millions),Indirect taxes,Financial performance
2024,Level 4,Fabricated Metal Product Manufacturing,Dollars (millions),Depreciation,Financial performance
2024,Level 4,Fabricated Metal Product Manufacturing,Dollars (millions),Salaries and wages paid,Financial performance
2024,Level 4,Fabricated Metal Product Manufacturing,Dollars (millions),Redundancy and severance,Financial performance
2024,Level 4,Fabricated Metal Product Manufacturing,Dollars (millions),Purchases of goods bought for resale,Financial performance
2024,Level 4,Fabricated Metal Product Manufacturing,Dollars (millions),Other Purchases and operating expenses,Financial performance
2024,Level 4,Fabricated Metal Product Manufacturing,Dollars (millions),Non-operating expenses,Financial performance
2024,Level 4,Fabricated Metal Product Manufacturing,Dollars (millions),Opening stocks,Financial performance
2024,Level 4,Fabricated Metal Product Manufacturing,Dollars (millions),Closing stocks,Financial performance
2024,Level 4,Fabricated Metal Product Manufacturing,Dollars (millions),Surplus before income tax,Financial performance
2024,Level 4,Fabricated Metal Product Manufacturing,Dollars (millions),Total assets,Financial position
2024,Level 4,Fabricated Metal Product Manufacturing,Dollars (millions),Current assets,Financial position
2024,Level 4,Fabricated Metal Product Manufacturing,Dollars (millions),Fixed tangible assets,Financial position
2024,Level 4,Fabricated Metal Product Manufacturing,Dollars (millions),Additions to fixed assets,Financial position
2024,Level 4,Fabricated Metal Product Manufacturing,Dollars (millions),Disposals of fixed assets,Financial position
2024,Level 4,Fabricated Metal Product Manufacturing,Dollars (millions),Other assets,Financial position
2024,Level 4,Fabricated Metal Product Manufacturing,Dollars (millions),Total equity and liabilities,Financial position
2024,Level 4,Fabricated Metal Product Manufacturing,Dollars (millions),Shareholders funds or owners equity,Financial position
2024,Level 4,Fabricated Metal Product Manufacturing,Dollars (millions),Current liabilities,Financial position
2024,Level 4,Fabricated Metal Product Manufacturing,Dollars (millions),Other liabilities,Financial position
2024,Level 4,Fabricated Metal Product Manufacturing,Dollars,Total income per employee count,Financial ratios
2024,Level 4,Fabricated Metal Product Manufacturing,Dollars,Surplus per employee count,Financial ratios
2024,Level 4,Fabricated Metal Product Manufacturing,Percentage,Current ratio,Financial ratios
2024,Level 4,Fabricated Metal Product Manufacturing,Percentage,Quick ratio,Financial ratios
2024,Level 4,Fabricated Metal Product Manufacturing,Percentage,Margin on sales of goods for resale,Financial ratios
2024,Level 4,Fabricated Metal Product Manufacturing,Percentage,Return on equity,Financial ratios
2024,Level 4,Fabricated Metal Product Manufacturing,Percentage,Return on total assets,Financial ratios
2024,Level 4,Fabricated Metal Product Manufacturing,Percentage,Liabilities structure,Financial ratios
2024,Level 3,Transport Equipment Manufacturing,Dollars (millions),Total income,Financial performance
2024,Level 3,Transport Equipment Manufacturing,Dollars (millions),Sales of goods not further processed,Financial performance
2024,Level 3,Transport Equipment Manufacturing,Dollars (millions),Sales of other goods and services,Financial performance
2024,Level 3,Transport Equipment Manufacturing,Dollars (millions),"Interest, dividends and donations",Financial performance
2024,Level 3,Transport Equipment Manufacturing,Dollars (millions),"Government funding, grants and subsidies",Financial performance
2024,Level 3,Transport Equipment Manufacturing,Dollars (millions),Non-operating income,Financial performance
2024,Level 3,Transport Equipment Manufacturing,Dollars (millions),Total expenditure,Financial performance
2024,Level 3,Transport Equipment Manufacturing,Dollars (millions),Interest and donations,Financial performance
2024,Level 3,Transport Equipment Manufacturing,Dollars (millions),Indirect taxes,Financial performance
2024,Level 3,Transport Equipment Manufacturing,Dollars (millions),Depreciation,Financial performance
2024,Level 3,Transport Equipment Manufacturing,Dollars (millions),Salaries and wages paid,Financial performance
2024,Level 3,Transport Equipment Manufacturing,Dollars (millions),Redundancy and severance,Financial performance
2024,Level 3,Transport Equipment Manufacturing,Dollars (millions),Purchases of goods bought for resale,Financial performance
2024,Level 3,Transport Equipment Manufacturing,Dollars (millions),Other Purchases and operating expenses,Financial performance
2024,Level 3,Transport Equipment Manufacturing,Dollars (millions),Non-operating expenses,Financial performance
2024,Level 3,Transport Equipment Manufacturing,Dollars (millions),Opening stocks,Financial performance
2024,Level 3,Transport Equipment Manufacturing,Dollars (millions),Closing stocks,Financial performance
2024,Level 3,Transport Equipment Manufacturing,Dollars (millions),Surplus before income tax,Financial performance
2024,Level 3,Transport Equipment Manufacturing,Dollars (millions),Total assets,Financial position
2024,Level 3,Transport Equipment Manufacturing,Dollars (millions),Current assets,Financial position
2024,Level 3,Transport Equipment Manufacturing,Dollars (millions),Fixed tangible assets,Financial position
2024,Level 3,Transport Equipment Manufacturing,Dollars (millions),Additions to fixed assets,Financial position
2024,Level 3,Transport Equipment Manufacturing,Dollars (millions),Disposals of fixed assets,Financial position
2024,Level 3,Transport Equipment Manufacturing,Dollars (millions),Other assets,Financial position
2024,Level 3,Transport Equipment Manufacturing,Dollars (millions),Total equity and liabilities,Financial position
2024,Level 3,Transport Equipment Manufacturing,Dollars (millions),Shareholders funds or owners equity,Financial position
2024,Level 3,Transport Equipment Manufacturing,Dollars (millions),Current liabilities,Financial position
2024,Level 3,Transport Equipment Manufacturing,Dollars (millions),Other liabilities,Financial position
2024,Level 3,Transport Equipment Manufacturing,Dollars,Total income per employee count,Financial ratios
2024,Level 3,Transport Equipment Manufacturing,Dollars,Surplus per employee count,Financial ratios
2024,Level 3,Transport Equipment Manufacturing,Percentage,Current ratio,Financial ratios
2024,Level 3,Transport Equipment Manufacturing,Percentage,Quick ratio,Financial ratios
2024,Level 3,Transport Equipment Manufacturing,Percentage,Margin on sales of goods for resale,Financial ratios
2024,Level 3,Transport Equipment Manufacturing,Percentage,Return on equity,Financial ratios
2024,Level 3,Transport Equipment Manufacturing,Percentage,Return on total assets,Financial ratios
2024,Level 3,Transport Equipment Manufacturing,Percentage,Liabilities structure,Financial ratios
2024,Level 4,Transport Equipment Manufacturing,Dollars (millions),Total income,Financial performance
2024,Level 4,Transport Equipment Manufacturing,Dollars (millions),Sales of goods not further processed,Financial performance
2024,Level 4,Transport Equipment Manufacturing,Dollars (millions),Sales of other goods and services,Financial performance
2024,Level 4,Transport Equipment Manufacturing,Dollars (millions),"Interest, dividends and donations",Financial performance
2024,Level 4,Transport Equipment Manufacturing,Dollars (millions),"Government funding, grants and subsidies",Financial performance
2024,Level 4,Transport Equipment Manufacturing,Dollars (millions),Non-operating income,Financial performance
2024,Level 4,Transport Equipment Manufacturing,Dollars (millions),Total expenditure,Financial performance
2024,Level 4,Transport Equipment Manufacturing,Dollars (millions),Interest and donations,Financial performance
2024,Level 4,Transport Equipment Manufacturing,Dollars (millions),Indirect taxes,Financial performance
2024,Level 4,Transport Equipment Manufacturing,Dollars (millions),Depreciation,Financial performance
2024,Level 4,Transport Equipment Manufacturing,Dollars (millions),Salaries and wages paid,Financial performance
2024,Level 4,Transport Equipment Manufacturing,Dollars (millions),Redundancy and severance,Financial performance
2024,Level 4,Transport Equipment Manufacturing,Dollars (millions),Purchases of goods bought for resale,Financial performance
2024,Level 4,Transport Equipment Manufacturing,Dollars (millions),Other Purchases and operating expenses,Financial performance
2024,Level 4,Transport Equipment Manufacturing,Dollars (millions),Non-operating expenses,Financial performance
2024,Level 4,Transport Equipment Manufacturing,Dollars (millions),Opening stocks,Financial performance
2024,Level 4,Transport Equipment Manufacturing,Dollars (millions),Closing stocks,Financial performance
2024,Level 4,Transport Equipment Manufacturing,Dollars (millions),Surplus before income tax,Financial performance
2024,Level 4,Transport Equipment Manufacturing,Dollars (millions),Total assets,Financial position
2024,Level 4,Transport Equipment Manufacturing,Dollars (millions),Current assets,Financial position
2024,Level 4,Transport Equipment Manufacturing,Dollars (millions),Fixed tangible assets,Financial position
2024,Level 4,Transport Equipment Manufacturing,Dollars (millions),Additions to fixed assets,Financial position
2024,Level 4,Transport Equipment Manufacturing,Dollars (millions),Disposals of fixed assets,Financial position
2024,Level 4,Transport Equipment Manufacturing,Dollars (millions),Other assets,Financial position
2024,Level 4,Transport Equipment Manufacturing,Dollars (millions),Total equity and liabilities,Financial position
2024,Level 4,Transport Equipment Manufacturing,Dollars (millions),Shareholders funds or owners equity,Financial position
2024,Level 4,Transport Equipment Manufacturing,Dollars (millions),Current liabilities,Financial position
2024,Level 4,Transport Equipment Manufacturing,Dollars (millions),Other liabilities,Financial position
2024,Level 4,Transport Equipment Manufacturing,Dollars,Total income per employee count,Financial ratios
2024,Level 4,Transport Equipment Manufacturing,Dollars,Surplus per employee count,Financial ratios
2024,Level 4,Transport Equipment Manufacturing,Percentage,Current ratio,Financial ratios
2024,Level 4,Transport Equipment Manufacturing,Percentage,Quick ratio,Financial ratios
2024,Level 4,Transport Equipment Manufacturing,Percentage,Margin on sales of goods for resale,Financial ratios
2024,Level 4,Transport Equipment Manufacturing,Percentage,Return on equity,Financial ratios
2024,Level 4,Transport Equipment Manufacturing,Percentage,Return on total assets,Financial ratios
2024,Level 4,Transport Equipment Manufacturing,Percentage,Liabilities structure,Financial ratios
2024,Level 3,Machinery and Other Equipment Manufacturing,Dollars (millions),Total income,Financial performance
2024,Level 3,Machinery and Other Equipment Manufacturing,Dollars (millions),Sales of goods not further processed,Financial performance
2024,Level 3,Machinery and Other Equipment Manufacturing,Dollars (millions),Sales of other goods and services,Financial performance
2024,Level 3,Machinery and Other Equipment Manufacturing,Dollars (millions),"Interest, dividends and donations",Financial performance
2024,Level 3,Machinery and Other Equipment Manufacturing,Dollars (millions),"Government funding, grants and subsidies",Financial performance
2024,Level 3,Machinery and Other Equipment Manufacturing,Dollars (millions),Non-operating income,Financial performance
2024,Level 3,Machinery and Other Equipment Manufacturing,Dollars (millions),Total expenditure,Financial performance
2024,Level 3,Machinery and Other Equipment Manufacturing,Dollars (millions),Interest and donations,Financial performance
2024,Level 3,Machinery and Other Equipment Manufacturing,Dollars (millions),Indirect taxes,Financial performance
2024,Level 3,Machinery and Other Equipment Manufacturing,Dollars (millions),Depreciation,Financial performance
2024,Level 3,Machinery and Other Equipment Manufacturing,Dollars (millions),Salaries and wages paid,Financial performance
2024,Level 3,Machinery and Other Equipment Manufacturing,Dollars (millions),Redundancy and severance,Financial performance
2024,Level 3,Machinery and Other Equipment Manufacturing,Dollars (millions),Purchases of goods bought for resale,Financial performance
2024,Level 3,Machinery and Other Equipment Manufacturing,Dollars (millions),Other Purchases and operating expenses,Financial performance
2024,Level 3,Machinery and Other Equipment Manufacturing,Dollars (millions),Non-operating expenses,Financial performance
2024,Level 3,Machinery and Other Equipment Manufacturing,Dollars (millions),Opening stocks,Financial performance
2024,Level 3,Machinery and Other Equipment Manufacturing,Dollars (millions),Closing stocks,Financial performance
2024,Level 3,Machinery and Other Equipment Manufacturing,Dollars (millions),Surplus before income tax,Financial performance
2024,Level 3,Machinery and Other Equipment Manufacturing,Dollars (millions),Total assets,Financial position
2024,Level 3,Machinery and Other Equipment Manufacturing,Dollars (millions),Current assets,Financial position
2024,Level 3,Machinery and Other Equipment Manufacturing,Dollars (millions),Fixed tangible assets,Financial position
2024,Level 3,Machinery and Other Equipment Manufacturing,Dollars (millions),Additions to fixed assets,Financial position
2024,Level 3,Machinery and Other Equipment Manufacturing,Dollars (millions),Disposals of fixed assets,Financial position
2024,Level 3,Machinery and Other Equipment Manufacturing,Dollars (millions),Other assets,Financial position
2024,Level 3,Machinery and Other Equipment Manufacturing,Dollars (millions),Total equity and liabilities,Financial position
2024,Level 3,Machinery and Other Equipment Manufacturing,Dollars (millions),Shareholders funds or owners equity,Financial position
2024,Level 3,Machinery and Other Equipment Manufacturing,Dollars (millions),Current liabilities,Financial position
2024,Level 3,Machinery and Other Equipment Manufacturing,Dollars (millions),Other liabilities,Financial position
2024,Level 3,Machinery and Other Equipment Manufacturing,Dollars,Total income per employee count,Financial ratios
2024,Level 3,Machinery and Other Equipment Manufacturing,Dollars,Surplus per employee count,Financial ratios
2024,Level 3,Machinery and Other Equipment Manufacturing,Percentage,Current ratio,Financial ratios
2024,Level 3,Machinery and Other Equipment Manufacturing,Percentage,Quick ratio,Financial ratios
2024,Level 3,Machinery and Other Equipment Manufacturing,Percentage,Margin on sales of goods for resale,Financial ratios
2024,Level 3,Machinery and Other Equipment Manufacturing,Percentage,Return on equity,Financial ratios
2024,Level 3,Machinery and Other Equipment Manufacturing,Percentage,Return on total assets,Financial ratios
2024,Level 3,Machinery and Other Equipment Manufacturing,Percentage,Liabilities structure,Financial ratios
2024,Level 4,Electronic and Electrical Equipment Manufacturing,Dollars (millions),Total income,Financial performance
2024,Level 4,Electronic and Electrical Equipment Manufacturing,Dollars (millions),Sales of goods not further processed,Financial performance
2024,Level 4,Electronic and Electrical Equipment Manufacturing,Dollars (millions),Sales of other goods and services,Financial performance
2024,Level 4,Electronic and Electrical Equipment Manufacturing,Dollars (millions),"Interest, dividends and donations",Financial performance
2024,Level 4,Electronic and Electrical Equipment Manufacturing,Dollars (millions),"Government funding, grants and subsidies",Financial performance
2024,Level 4,Electronic and Electrical Equipment Manufacturing,Dollars (millions),Non-operating income,Financial performance
2024,Level 4,Electronic and Electrical Equipment Manufacturing,Dollars (millions),Total expenditure,Financial performance
2024,Level 4,Electronic and Electrical Equipment Manufacturing,Dollars (millions),Interest and donations,Financial performance
2024,Level 4,Electronic and Electrical Equipment Manufacturing,Dollars (millions),Indirect taxes,Financial performance
2024,Level 4,Electronic and Electrical Equipment Manufacturing,Dollars (millions),Depreciation,Financial performance
2024,Level 4,Electronic and Electrical Equipment Manufacturing,Dollars (millions),Salaries and wages paid,Financial performance
2024,Level 4,Electronic and Electrical Equipment Manufacturing,Dollars (millions),Redundancy and severance,Financial performance
2024,Level 4,Electronic and Electrical Equipment Manufacturing,Dollars (millions),Purchases of goods bought for resale,Financial performance
2024,Level 4,Electronic and Electrical Equipment Manufacturing,Dollars (millions),Other Purchases and operating expenses,Financial performance
2024,Level 4,Electronic and Electrical Equipment Manufacturing,Dollars (millions),Non-operating expenses,Financial performance
2024,Level 4,Electronic and Electrical Equipment Manufacturing,Dollars (millions),Opening stocks,Financial performance
2024,Level 4,Electronic and Electrical Equipment Manufacturing,Dollars (millions),Closing stocks,Financial performance
2024,Level 4,Electronic and Electrical Equipment Manufacturing,Dollars (millions),Surplus before income tax,Financial performance
2024,Level 4,Electronic and Electrical Equipment Manufacturing,Dollars (millions),Total assets,Financial position
2024,Level 4,Electronic and Electrical Equipment Manufacturing,Dollars (millions),Current assets,Financial position
2024,Level 4,Electronic and Electrical Equipment Manufacturing,Dollars (millions),Fixed tangible assets,Financial position
2024,Level 4,Electronic and Electrical Equipment Manufacturing,Dollars (millions),Additions to fixed assets,Financial position
2024,Level 4,Electronic and Electrical Equipment Manufacturing,Dollars (millions),Disposals of fixed assets,Financial position
2024,Level 4,Electronic and Electrical Equipment Manufacturing,Dollars (millions),Other assets,Financial position
2024,Level 4,Electronic and Electrical Equipment Manufacturing,Dollars (millions),Total equity and liabilities,Financial position
2024,Level 4,Electronic and Electrical Equipment Manufacturing,Dollars (millions),Shareholders funds or owners equity,Financial position
2024,Level 4,Electronic and Electrical Equipment Manufacturing,Dollars (millions),Current liabilities,Financial position
2024,Level 4,Electronic and Electrical Equipment Manufacturing,Dollars (millions),Other liabilities,Financial position
2024,Level 4,Electronic and Electrical Equipment Manufacturing,Dollars,Total income per employee count,Financial ratios
2024,Level 4,Electronic and Electrical Equipment Manufacturing,Dollars,Surplus per employee count,Financial ratios
2024,Level 4,Electronic and Electrical Equipment Manufacturing,Percentage,Current ratio,Financial ratios
2024,Level 4,Electronic and Electrical Equipment Manufacturing,Percentage,Quick ratio,Financial ratios
2024,Level 4,Electronic and Electrical Equipment Manufacturing,Percentage,Margin on sales of goods for resale,Financial ratios
2024,Level 4,Electronic and Electrical Equipment Manufacturing,Percentage,Return on equity,Financial ratios
2024,Level 4,Electronic and Electrical Equipment Manufacturing,Percentage,Return on total assets,Financial ratios
2024,Level 4,Electronic and Electrical Equipment Manufacturing,Percentage,Liabilities structure,Financial ratios
2024,Level 4,Machinery Manufacturing,Dollars (millions),Total income,Financial performance
2024,Level 4,Machinery Manufacturing,Dollars (millions),Sales of goods not further processed,Financial performance
2024,Level 4,Machinery Manufacturing,Dollars (millions),Sales of other goods and services,Financial performance
2024,Level 4,Machinery Manufacturing,Dollars (millions),"Interest, dividends and donations",Financial performance
2024,Level 4,Machinery Manufacturing,Dollars (millions),"Government funding, grants and subsidies",Financial performance
2024,Level 4,Machinery Manufacturing,Dollars (millions),Non-operating income,Financial performance
2024,Level 4,Machinery Manufacturing,Dollars (millions),Total expenditure,Financial performance
2024,Level 4,Machinery Manufacturing,Dollars (millions),Interest and donations,Financial performance
2024,Level 4,Machinery Manufacturing,Dollars (millions),Indirect taxes,Financial performance
2024,Level 4,Machinery Manufacturing,Dollars (millions),Depreciation,Financial performance
2024,Level 4,Machinery Manufacturing,Dollars (millions),Salaries and wages paid,Financial performance
2024,Level 4,Machinery Manufacturing,Dollars (millions),Redundancy and severance,Financial performance
2024,Level 4,Machinery Manufacturing,Dollars (millions),Purchases of goods bought for resale,Financial performance
2024,Level 4,Machinery Manufacturing,Dollars (millions),Other Purchases and operating expenses,Financial performance
2024,Level 4,Machinery Manufacturing,Dollars (millions),Non-operating expenses,Financial performance
2024,Level 4,Machinery Manufacturing,Dollars (millions),Opening stocks,Financial performance
2024,Level 4,Machinery Manufacturing,Dollars (millions),Closing stocks,Financial performance
2024,Level 4,Machinery Manufacturing,Dollars (millions),Surplus before income tax,Financial performance
2024,Level 4,Machinery Manufacturing,Dollars (millions),Total assets,Financial position
2024,Level 4,Machinery Manufacturing,Dollars (millions),Current assets,Financial position
2024,Level 4,Machinery Manufacturing,Dollars (millions),Fixed tangible assets,Financial position
2024,Level 4,Machinery Manufacturing,Dollars (millions),Additions to fixed assets,Financial position
2024,Level 4,Machinery Manufacturing,Dollars (millions),Disposals of fixed assets,Financial position
2024,Level 4,Machinery Manufacturing,Dollars (millions),Other assets,Financial position
2024,Level 4,Machinery Manufacturing,Dollars (millions),Total equity and liabilities,Financial position
2024,Level 4,Machinery Manufacturing,Dollars (millions),Shareholders funds or owners equity,Financial position
2024,Level 4,Machinery Manufacturing,Dollars (millions),Current liabilities,Financial position
2024,Level 4,Machinery Manufacturing,Dollars (millions),Other liabilities,Financial position
2024,Level 4,Machinery Manufacturing,Dollars,Total income per employee count,Financial ratios
2024,Level 4,Machinery Manufacturing,Dollars,Surplus per employee count,Financial ratios
2024,Level 4,Machinery Manufacturing,Percentage,Current ratio,Financial ratios
2024,Level 4,Machinery Manufacturing,Percentage,Quick ratio,Financial ratios
2024,Level 4,Machinery Manufacturing,Percentage,Margin on sales of goods for resale,Financial ratios
2024,Level 4,Machinery Manufacturing,Percentage,Return on equity,Financial ratios
2024,Level 4,Machinery Manufacturing,Percentage,Return on total assets,Financial ratios
2024,Level 4,Machinery Manufacturing,Percentage,Liabilities structure,Financial ratios
2024,Level 3,Furniture and Other Manufacturing,Dollars (millions),Total income,Financial performance
2024,Level 3,Furniture and Other Manufacturing,Dollars (millions),Sales of goods not further processed,Financial performance
2024,Level 3,Furniture and Other Manufacturing,Dollars (millions),Sales of other goods and services,Financial performance
2024,Level 3,Furniture and Other Manufacturing,Dollars (millions),"Interest, dividends and donations",Financial performance
2024,Level 3,Furniture and Other Manufacturing,Dollars (millions),"Government funding, grants and subsidies",Financial performance
2024,Level 3,Furniture and Other Manufacturing,Dollars (millions),Non-operating income,Financial performance
2024,Level 3,Furniture and Other Manufacturing,Dollars (millions),Total expenditure,Financial performance
2024,Level 3,Furniture and Other Manufacturing,Dollars (millions),Interest and donations,Financial performance
2024,Level 3,Furniture and Other Manufacturing,Dollars (millions),Indirect taxes,Financial performance
2024,Level 3,Furniture and Other Manufacturing,Dollars (millions),Depreciation,Financial performance
2024,Level 3,Furniture and Other Manufacturing,Dollars (millions),Salaries and wages paid,Financial performance
2024,Level 3,Furniture and Other Manufacturing,Dollars (millions),Redundancy and severance,Financial performance
2024,Level 3,Furniture and Other Manufacturing,Dollars (millions),Purchases of goods bought for resale,Financial performance
2024,Level 3,Furniture and Other Manufacturing,Dollars (millions),Other Purchases and operating expenses,Financial performance
2024,Level 3,Furniture and Other Manufacturing,Dollars (millions),Non-operating expenses,Financial performance
2024,Level 3,Furniture and Other Manufacturing,Dollars (millions),Opening stocks,Financial performance
2024,Level 3,Furniture and Other Manufacturing,Dollars (millions),Closing stocks,Financial performance
2024,Level 3,Furniture and Other Manufacturing,Dollars (millions),Surplus before income tax,Financial performance
2024,Level 3,Furniture and Other Manufacturing,Dollars (millions),Total assets,Financial position
2024,Level 3,Furniture and Other Manufacturing,Dollars (millions),Current assets,Financial position
2024,Level 3,Furniture and Other Manufacturing,Dollars (millions),Fixed tangible assets,Financial position
2024,Level 3,Furniture and Other Manufacturing,Dollars (millions),Additions to fixed assets,Financial position
2024,Level 3,Furniture and Other Manufacturing,Dollars (millions),Disposals of fixed assets,Financial position
2024,Level 3,Furniture and Other Manufacturing,Dollars (millions),Other assets,Financial position
2024,Level 3,Furniture and Other Manufacturing,Dollars (millions),Total equity and liabilities,Financial position
2024,Level 3,Furniture and Other Manufacturing,Dollars (millions),Shareholders funds or owners equity,Financial position
2024,Level 3,Furniture and Other Manufacturing,Dollars (millions),Current liabilities,Financial position
2024,Level 3,Furniture and Other Manufacturing,Dollars (millions),Other liabilities,Financial position
2024,Level 3,Furniture and Other Manufacturing,Dollars,Total income per employee count,Financial ratios
2024,Level 3,Furniture and Other Manufacturing,Dollars,Surplus per employee count,Financial ratios
2024,Level 3,Furniture and Other Manufacturing,Percentage,Current ratio,Financial ratios
2024,Level 3,Furniture and Other Manufacturing,Percentage,Quick ratio,Financial ratios
2024,Level 3,Furniture and Other Manufacturing,Percentage,Margin on sales of goods for resale,Financial ratios
2024,Level 3,Furniture and Other Manufacturing,Percentage,Return on equity,Financial ratios
2024,Level 3,Furniture and Other Manufacturing,Percentage,Return on total assets,Financial ratios
2024,Level 3,Furniture and Other Manufacturing,Percentage,Liabilities structure,Financial ratios
2024,Level 4,Furniture Manufacturing,Dollars (millions),Total income,Financial performance
2024,Level 4,Furniture Manufacturing,Dollars (millions),Sales of goods not further processed,Financial performance
2024,Level 4,Furniture Manufacturing,Dollars (millions),Sales of other goods and services,Financial performance
2024,Level 4,Furniture Manufacturing,Dollars (millions),"Interest, dividends and donations",Financial performance
2024,Level 4,Furniture Manufacturing,Dollars (millions),"Government funding, grants and subsidies",Financial performance
2024,Level 4,Furniture Manufacturing,Dollars (millions),Non-operating income,Financial performance
2024,Level 4,Furniture Manufacturing,Dollars (millions),Total expenditure,Financial performance
2024,Level 4,Furniture Manufacturing,Dollars (millions),Interest and donations,Financial performance
2024,Level 4,Furniture Manufacturing,Dollars (millions),Indirect taxes,Financial performance
2024,Level 4,Furniture Manufacturing,Dollars (millions),Depreciation,Financial performance
2024,Level 4,Furniture Manufacturing,Dollars (millions),Salaries and wages paid,Financial performance
2024,Level 4,Furniture Manufacturing,Dollars (millions),Redundancy and severance,Financial performance
2024,Level 4,Furniture Manufacturing,Dollars (millions),Purchases of goods bought for resale,Financial performance
2024,Level 4,Furniture Manufacturing,Dollars (millions),Other Purchases and operating expenses,Financial performance
2024,Level 4,Furniture Manufacturing,Dollars (millions),Non-operating expenses,Financial performance
2024,Level 4,Furniture Manufacturing,Dollars (millions),Opening stocks,Financial performance
2024,Level 4,Furniture Manufacturing,Dollars (millions),Closing stocks,Financial performance
2024,Level 4,Furniture Manufacturing,Dollars (millions),Surplus before income tax,Financial performance
2024,Level 4,Furniture Manufacturing,Dollars (millions),Total assets,Financial position
2024,Level 4,Furniture Manufacturing,Dollars (millions),Current assets,Financial position
2024,Level 4,Furniture Manufacturing,Dollars (millions),Fixed tangible assets,Financial position
2024,Level 4,Furniture Manufacturing,Dollars (millions),Additions to fixed assets,Financial position
2024,Level 4,Furniture Manufacturing,Dollars (millions),Disposals of fixed assets,Financial position
2024,Level 4,Furniture Manufacturing,Dollars (millions),Other assets,Financial position
2024,Level 4,Furniture Manufacturing,Dollars (millions),Total equity and liabilities,Financial position
2024,Level 4,Furniture Manufacturing,Dollars (millions),Shareholders funds or owners equity,Financial position
2024,Level 4,Furniture Manufacturing,Dollars (millions),Current liabilities,Financial position
2024,Level 4,Furniture Manufacturing,Dollars (millions),Other liabilities,Financial position
2024,Level 4,Furniture Manufacturing,Dollars,Total income per employee count,Financial ratios
2024,Level 4,Furniture Manufacturing,Dollars,Surplus per employee count,Financial ratios
2024,Level 4,Furniture Manufacturing,Percentage,Current ratio,Financial ratios
2024,Level 4,Furniture Manufacturing,Percentage,Quick ratio,Financial ratios
